normalized_title,original_title,details,authors
replication data for chapter 3,Replication Data for Chapter 3,doi_dedup___::d6faac43ab321db43a260f080e9008f2 | DataverseNL | 2024-01-01,"[{'fullName': 'Rthlisberger, Claudia', 'name': 'Claudia', 'surname': 'Rothlisberger', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-9441-8202'}, 'provenance': None}}]"
replication data for chapter 3,Replication Data for Chapter 3,doi_dedup___::267282a339070954fc72676875294979 | DataverseNL | 2023-01-01,"[{'fullName': 'Soares Martins Neto, Antonio', 'name': 'Antonio', 'surname': 'Soares Martins Neto', 'rank': 1, 'pid': None}]"
replication data for chapter 3,Replication Data for Chapter 3,doi_dedup___::3d4c3e9776509955b25057025613d9a0 | DataverseNL | 2023-01-01,"[{'fullName': 'De Salvo, Carmine Paolo', 'name': 'Carmine Paolo', 'surname': 'Salvo', 'rank': 1, 'pid': None}]"
,,,
replication data for chapter 2,Replication Data for Chapter 2,doi_dedup___::76a973234307136a3be7e5a20022b506 | DataverseNL | 2022-01-01,"[{'fullName': 'Osei Kwadwo, Victor', 'name': 'Victor', 'surname': 'Osei Kwadwo', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-7924-868x'}, 'provenance': None}}]"
replication data for chapter 2,Replication Data for Chapter 2,doi_dedup___::ba0246180269786d0e9a5d3a14462000 | DataverseNL | 2023-01-01,"[{'fullName': 'De Salvo, Carmine Paolo', 'name': 'Carmine Paolo', 'surname': 'Salvo', 'rank': 1, 'pid': None}]"
replication data for chapter 2,Replication Data for Chapter 2,doi_dedup___::93562b59762eb8cd4887f943e3052a18 | DataverseNL | 2023-01-01,"[{'fullName': 'Collazos, Maria Antonieta', 'name': 'Maria Antonieta', 'surname': 'Collazos', 'rank': 1, 'pid': None}]"
,,,
replication data for: chapter 3,Replication Data for: Chapter 3,doi_dedup___::2324831105756b2e2864423ffbc07cf8 | DataverseNL | 2022-01-01,"[{'fullName': 'Rubiconto, Francesca', 'name': 'Francesca', 'surname': 'Rubiconto', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-7684-5040'}, 'provenance': None}}]"
replication data for: chapter 3,Replication Data for: Chapter 3,doi_dedup___::9ec49ea063aafcdca71e5579f21c5d49 | DataverseNL | 2024-01-01,"[{'fullName': 'Nii-Aponsah, Hubert', 'name': 'Hubert', 'surname': 'Nii-Aponsah', 'rank': 1, 'pid': None}]"
replication data for: chapter 3,Replication Data for: Chapter 3,doi_dedup___::e68a2a700cf33c6fead1d3acbe78842c | DataverseNL | 2024-01-01,"[{'fullName': 'Morel, Ricardo', 'name': 'Ricardo', 'surname': 'Morel', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-9297-021x'}, 'provenance': None}}]"
,,,
replication data for chapter 4,Replication Data for Chapter 4,doi_dedup___::6fdccd06f788fd1ca0747747da253219 | DataverseNL | 2024-01-01,"[{'fullName': 'Rthlisberger, Claudia', 'name': 'Claudia', 'surname': 'Rothlisberger', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-9441-8202'}, 'provenance': None}}]"
replication data for chapter 4,Replication Data for Chapter 4,doi_dedup___::ca78e451a5b5694b77555983988c3638 | DataverseNL | 2023-01-01,"[{'fullName': 'Soares Martins Neto, Antonio', 'name': 'Antonio', 'surname': 'Soares Martins Neto', 'rank': 1, 'pid': None}]"
replication data for chapter 4,Replication Data for Chapter 4,doi_dedup___::a8dfbd144cba2a573bd7877675242784 | DataverseNL | 2023-01-01,"[{'fullName': 'De Salvo, Carmine Paolo', 'name': 'Carmine Paolo', 'surname': 'Salvo', 'rank': 1, 'pid': None}]"
,,,
replication data for: chapter 2,Replication Data for: Chapter 2,doi_dedup___::c7e48e73d89e774e275613aab15f29d0 | DataverseNL | 2024-01-01,"[{'fullName': 'Nii-Aponsah, Hubert', 'name': 'Hubert', 'surname': 'Nii-Aponsah', 'rank': 1, 'pid': None}]"
replication data for: chapter 2,Replication Data for: Chapter 2,doi_dedup___::4fd5e9228afd8ff1eb2581919264ebba | DataverseNL | 2024-01-01,"[{'fullName': 'Morel, Ricardo', 'name': 'Ricardo', 'surname': 'Morel', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-9297-021x'}, 'provenance': None}}]"
,,,
officegraph,OfficeGraph,doi_dedup___::4a735dd722a172b22141f2f929abec7c | Zenodo | 2023-12-01,"[{'fullName': 'van der Weerdt, Roderick', 'name': 'Roderick', 'surname': 'van der Weerdt', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-1125-1126'}, 'provenance': None}}, {'fullName': 'de Boer, Victor', 'name': 'Victor', 'surname': 'de Boer', 'rank': 2, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-9079-039x'}, 'provenance': None}}, {'fullName': 'Siebes, Ronald', 'name': 'Ronald', 'surname': 'Siebes', 'rank': 3, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-8772-7904'}, 'provenance': None}}, {'fullName': 'Groenewold, Ronnie', 'name': 'Ronnie', 'surname': 'Groenewold', 'rank': 4, 'pid': None}, {'fullName': 'van Harmelen, Frank', 'name': 'Frank', 'surname': 'van Harmelen', 'rank': 5, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-7913-0048'}, 'provenance': None}}, {'fullName': 'VolkerWessels', 'name': None, 'surname': None, 'rank': 6, 'pid': None}]"
officegraph,OfficeGraph,doi_dedup___::8bc229ddb6a60da4ee448828340f4513 | Zenodo | 2023-12-01,"[{'fullName': 'van der Weerdt, Roderick', 'name': 'Roderick', 'surname': 'van der Weerdt', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-1125-1126'}, 'provenance': None}}, {'fullName': 'VolkerWessels', 'name': None, 'surname': None, 'rank': 2, 'pid': None}]"
,,,
example data and python script,Example data and Python script,doi_________::f6becc833d62d65d28b36374183ff3f1 | Vrije Universiteit Amsterdam | 2024-01-01,
example data and python script,Example data and Python script,doi_________::5f2462d4d3cfff55f856a9e2c5a0bc1b | Vrije Universiteit Amsterdam | 2024-01-01,
,,,
lc-uv chromatograms,LC-UV Chromatograms,doi_dedup___::0716410642bf58cfa4b1c2e4cfdeb9ed | figshare | 2022-01-01,"[{'fullName': 'Arrahman, Arif', 'name': 'Arif', 'surname': 'Arrahman', 'rank': 1, 'pid': None}, {'fullName': 'Kool, Jeroen', 'name': 'Jeroen', 'surname': 'Kool', 'rank': 2, 'pid': None}, {'fullName': 'R. Casewell, Nicholas', 'name': 'Nicholas', 'surname': 'R. Casewell', 'rank': 3, 'pid': None}, {'fullName': 'Kazandjian, Taline D.', 'name': 'Taline D.', 'surname': 'Kazandjian', 'rank': 4, 'pid': None}, {'fullName': 'Vonk, Freek J.', 'name': 'Freek J.', 'surname': 'Vonk', 'rank': 5, 'pid': None}, {'fullName': 'Still, Kristina B. M.', 'name': 'Kristina B. M.', 'surname': 'Still', 'rank': 6, 'pid': None}, {'fullName': 'Slagboom, Julien', 'name': 'Julien', 'surname': 'Slagboom', 'rank': 7, 'pid': None}, {'fullName': 'Somsen, Govert W.', 'name': 'Govert W.', 'surname': 'Somsen', 'rank': 8, 'pid': None}]"
lc-uv chromatograms,LC-UV Chromatograms,doi_dedup___::f1d98c5f232aab29f02b0f5e6fbf1581 | figshare | 2022-01-01,"[{'fullName': 'Arrahman, Arif', 'name': 'Arif', 'surname': 'Arrahman', 'rank': 1, 'pid': None}, {'fullName': 'Kool, Jeroen', 'name': 'Jeroen', 'surname': 'Kool', 'rank': 2, 'pid': None}, {'fullName': 'R. Casewell, Nicholas', 'name': 'Nicholas', 'surname': 'R. Casewell', 'rank': 3, 'pid': None}, {'fullName': 'Kazandjian, Taline D.', 'name': 'Taline D.', 'surname': 'Kazandjian', 'rank': 4, 'pid': None}, {'fullName': 'Vonk, Freek J.', 'name': 'Freek J.', 'surname': 'Vonk', 'rank': 5, 'pid': None}, {'fullName': 'Still, Kristina B. M.', 'name': 'Kristina B. M.', 'surname': 'Still', 'rank': 6, 'pid': None}, {'fullName': 'Slagboom, Julien', 'name': 'Julien', 'surname': 'Slagboom', 'rank': 7, 'pid': None}, {'fullName': 'Somsen, Govert W.', 'name': 'Govert W.', 'surname': 'Somsen', 'rank': 8, 'pid': None}, {'fullName': 'Wilkinson, Mark C.', 'name': 'Mark C.', 'surname': 'Wilkinson', 'rank': 9, 'pid': None}]"
,,,
ok <> jkull memorial shirt,Ok <> jkull Memorial Shirt,r3730f562f9e::066243eeb018a1de022bf7bc7fba5350 | DataverseNL | 2024-01-01,"[{'fullName': 'schfer, sfn', 'name': 'Sefn', 'surname': 'Schafer', 'rank': 1, 'pid': None}]"
ok <> jkull memorial shirt,Ok <> jkull Memorial Shirt,dedup_wf_002::2f426099482bec13d1ad505c771efc69 | DataverseNL | 2023-01-01,"[{'fullName': 'Schfer, Stefan', 'name': 'Stefan', 'surname': 'Schafer', 'rank': 1, 'pid': None}]"
,,,
voorwoord,Voorwoord,r3730f562f9e::41077d91c38bca89bf1af59f97f24ea7 | DataverseNL | 2024-01-01,"[{'fullName': 'Vlist, R. van der', 'name': 'R.', 'surname': 'Vlist', 'rank': 1, 'pid': None}, {'fullName': 'Allegro, J.T.', 'name': 'J. T.', 'surname': 'Allegro', 'rank': 2, 'pid': None}]"
voorwoord,Voorwoord,r3730f562f9e::9feb22480e9777a06923b25bebaeab00 | DataverseNL | 2024-01-01,"[{'fullName': 'Beinum, H.J.J. van', 'name': 'H. J. J.', 'surname': 'Beinum', 'rank': 1, 'pid': None}]"
,,,
short and longrun macroeconomic impacts of the 2010 iranian energy subsidy reform,Short and longrun macroeconomic impacts of the 2010 Iranian energy subsidy reform,doi_dedup___::e5fb256cad54aa7a42c6b887ba834394 | DataverseNL | 2024-11-18,"[{'fullName': 'Zarepour, Zahra', 'name': 'Zahra', 'surname': 'Zarepour', 'rank': 1, 'pid': None}]"
short and longrun macroeconomic impacts of the 2010 iranian energy subsidy reform,Short and longrun macroeconomic impacts of the 2010 Iranian energy subsidy reform,doi_________::10a64c749a94994410363c2d51f055a8 | DataverseNL | 2024-11-18,"[{'fullName': 'Zarepour, Farzane', 'name': 'Farzane', 'surname': 'Zarepour', 'rank': 1, 'pid': None}]"
,,,
"a double-blind, placebo-controlled, randomized trial of pxt3003 for the treatment of charcotmarietooth type 1a","A double-blind, placebo-controlled, randomized trial of PXT3003 for the treatment of CharcotMarieTooth type 1A",doi_________::64ff3d2acf6e0a39f658e1d1500f3bfb | figshare | 2021-01-01,"[{'fullName': 'Attarian, Shahram', 'name': 'Shahram', 'surname': 'Attarian', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-7211-4694'}, 'provenance': None}}, {'fullName': 'Young, Peter', 'name': 'Peter', 'surname': 'Young', 'rank': 2, 'pid': None}, {'fullName': 'Brannagan, Thomas H.', 'name': 'Thomas H.', 'surname': 'Brannagan', 'rank': 3, 'pid': None}, {'fullName': 'Adams, David', 'name': 'David', 'surname': 'Adams', 'rank': 4, 'pid': None}, {'fullName': 'Van Damme, Philip', 'name': 'Philip', 'surname': 'Van Damme', 'rank': 5, 'pid': None}, {'fullName': 'Thomas, Florian P.', 'name': 'Florian P.', 'surname': 'Thomas', 'rank': 6, 'pid': None}, {'fullName': 'Casanovas, Carlos', 'name': 'Carlos', 'surname': 'Casanovas', 'rank': 7, 'pid': None}, {'fullName': 'Tard, Cline', 'name': 'Cline', 'surname': 'Tard', 'rank': 8, 'pid': None}, {'fullName': 'Walter, Maggie C.', 'name': 'Maggie C.', 'surname': 'Walter', 'rank': 9, 'pid': None}, {'fullName': 'Pron, Yann', 'name': 'Yann', 'surname': 'Pron', 'rank': 10, 'pid': None}, {'fullName': 'Walk, David', 'name': 'David', 'surname': 'Walk', 'rank': 11, 'pid': None}, {'fullName': 'Stino, Amro', 'name': 'Amro', 'surname': 'Stino', 'rank': 12, 'pid': None}, {'fullName': 'de Visser, Marianne', 'name': 'Marianne', 'surname': 'de Visser', 'rank': 13, 'pid': None}, {'fullName': 'Verhamme, Camiel', 'name': 'Camiel', 'surname': 'Verhamme', 'rank': 14, 'pid': None}, {'fullName': 'Amato, Anthony', 'name': 'Anthony', 'surname': 'Amato', 'rank': 15, 'pid': None}, {'fullName': 'Carter, Gregory', 'name': 'Gregory', 'surname': 'Carter', 'rank': 16, 'pid': None}, {'fullName': 'Magy, Laurent', 'name': 'Laurent', 'surname': 'Magy', 'rank': 17, 'pid': None}, {'fullName': 'Statland, Jeffrey M.', 'name': 'Jeffrey M.', 'surname': 'Statland', 'rank': 18, 'pid': None}, {'fullName': 'Felice, Kevin', 'name': 'Kevin', 'surname': 'Felice', 'rank': 19, 'pid': None}]"
"a double-blind, placebo-controlled, randomized trial of pxt3003 for the treatment of charcotmarietooth type 1a","A double-blind, placebo-controlled, randomized trial of PXT3003 for the treatment of CharcotMarieTooth type 1A",doi_dedup___::3f55f95793d605e2f91e60913112d820 | figshare | 2024-01-01,"[{'fullName': 'Attarian, Shahram', 'name': 'Shahram', 'surname': 'Attarian', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-7211-4694'}, 'provenance': None}}, {'fullName': 'Young, Peter', 'name': 'Peter', 'surname': 'Young', 'rank': 2, 'pid': None}, {'fullName': 'Brannagan, Thomas H.', 'name': 'Thomas H.', 'surname': 'Brannagan', 'rank': 3, 'pid': None}, {'fullName': 'Adams, David', 'name': 'David', 'surname': 'Adams', 'rank': 4, 'pid': None}, {'fullName': 'Van Damme, Philip', 'name': 'Philip', 'surname': 'Van Damme', 'rank': 5, 'pid': None}, {'fullName': 'Thomas, Florian P.', 'name': 'Florian P.', 'surname': 'Thomas', 'rank': 6, 'pid': None}, {'fullName': 'Casanovas, Carlos', 'name': 'Carlos', 'surname': 'Casanovas', 'rank': 7, 'pid': None}, {'fullName': 'Kafaie, Jafar', 'name': 'Jafar', 'surname': 'Kafaie', 'rank': 8, 'pid': None}, {'fullName': 'Tard, Cline', 'name': 'Cline', 'surname': 'Tard', 'rank': 9, 'pid': None}, {'fullName': 'Walter, Maggie C.', 'name': 'Maggie C.', 'surname': 'Walter', 'rank': 10, 'pid': None}, {'fullName': 'Pron, Yann', 'name': 'Yann', 'surname': 'Pron', 'rank': 11, 'pid': None}, {'fullName': 'Walk, David', 'name': 'David', 'surname': 'Walk', 'rank': 12, 'pid': None}, {'fullName': 'Stino, Amro', 'name': 'Amro', 'surname': 'Stino', 'rank': 13, 'pid': None}, {'fullName': 'de Visser, Marianne', 'name': 'Marianne', 'surname': 'de Visser', 'rank': 14, 'pid': None}, {'fullName': 'Verhamme, Camiel', 'name': 'Camiel', 'surname': 'Verhamme', 'rank': 15, 'pid': None}, {'fullName': 'Amato, Anthony', 'name': 'Anthony', 'surname': 'Amato', 'rank': 16, 'pid': None}, {'fullName': 'Carter, Gregory', 'name': 'Gregory', 'surname': 'Carter', 'rank': 17, 'pid': None}, {'fullName': 'Magy, Laurent', 'name': 'Laurent', 'surname': 'Magy', 'rank': 18, 'pid': None}, {'fullName': 'Statland, Jeffrey M.', 'name': 'Jeffrey M.', 'surname': 'Statland', 'rank': 19, 'pid': None}, {'fullName': 'Felice, Kevin', 'name': 'Kevin', 'surname': 'Felice', 'rank': 20, 'pid': None}]"
,,,
"supplementary material of ""prevalence of non-alcoholic fatty liver disease (nafld) in patients with type 1 diabetes mellitus: a systematic review and meta-analysis""","Supplementary material of ""Prevalence of non-alcoholic fatty liver disease (NAFLD) in patients with type 1 diabetes mellitus: a systematic review and meta-analysis""",doi_________::4d12f9f035d52ab0a85d711e08a0f63a | DataverseNL | 2020-01-01,"[{'fullName': 'De Vries, Marieke', 'name': 'Marieke', 'surname': 'De Vries', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-9802-921x'}, 'provenance': None}}]"
"supplementary material of ""prevalence of non-alcoholic fatty liver disease (nafld) in patients with type 1 diabetes mellitus: a systematic review and meta-analysis""","Supplementary material of ""Prevalence of non-alcoholic fatty liver disease (NAFLD) in patients with type 1 diabetes mellitus: a systematic review and meta-analysis""",doi_dedup___::b045ca14cef9a23e0baf7c623c2514d6 | DataverseNL | 2020-01-01,"[{'fullName': 'de Vries, Marieke', 'name': 'Marieke', 'surname': 'de Vries', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-9802-921x'}, 'provenance': None}}, {'fullName': 'de Valk, Harold W', 'name': 'Harold W', 'surname': 'de Valk', 'rank': 2, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-8565-0939'}, 'provenance': None}}, {'fullName': 'Westerink, Jan', 'name': 'Jan', 'surname': 'Westerink', 'rank': 3, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-5021-5227'}, 'provenance': None}}, {'fullName': 'Kaasjager, Karin (H.A.H.)', 'name': 'Karin (H.A.H.)', 'surname': 'Kaasjager', 'rank': 4, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-6958-8285'}, 'provenance': None}}]"
,,,
an approach using performance models for supporting energy analysis of software systems,An approach using performance models for supporting energy analysis of software systems,doi_dedup___::cc50071393a8c21f9616619748901527 | Zenodo | 2023-04-28,"[{'fullName': 'Stoico, Vincenzo', 'name': 'Vincenzo', 'surname': 'Stoico', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-3681-372x'}, 'provenance': None}}, {'fullName': 'Cortellessa, Vittorio', 'name': 'Vittorio', 'surname': 'Cortellessa', 'rank': 2, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-4507-464x'}, 'provenance': None}}, {'fullName': 'Malavolta, Ivano', 'name': 'Ivano', 'surname': 'Malavolta', 'rank': 3, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-5773-8346'}, 'provenance': None}}, {'fullName': 'Di Pompeo, Daniele', 'name': 'Daniele', 'surname': 'Di Pompeo', 'rank': 4, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0003-2041-7375'}, 'provenance': None}}, {'fullName': 'Pomante, Luigi', 'name': 'Luigi', 'surname': 'Pomante', 'rank': 5, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-4137-3634'}, 'provenance': None}}, {'fullName': 'Lago, Patricia', 'name': 'Patricia', 'surname': 'Lago', 'rank': 6, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-2234-0845'}, 'provenance': None}}]"
an approach using performance models for supporting energy analysis of software systems,An approach using performance models for supporting energy analysis of software systems,doi_dedup___::66e8fa1a0dc6aa86f9f618e2a4d47c41 | Zenodo | 2023-04-28,"[{'fullName': 'Vincenzo Stoico', 'name': None, 'surname': 'Vincenzo Stoico', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-3681-372x'}, 'provenance': None}}, {'fullName': 'Vittorio Cortellessa', 'name': None, 'surname': 'Vittorio Cortellessa', 'rank': 2, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-4507-464x'}, 'provenance': None}}, {'fullName': 'Ivano Malavolta', 'name': None, 'surname': 'Ivano Malavolta', 'rank': 3, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-5773-8346'}, 'provenance': None}}, {'fullName': 'Daniele Di Pompeo', 'name': None, 'surname': 'Daniele Di Pompeo', 'rank': 4, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0003-2041-7375'}, 'provenance': None}}, {'fullName': 'Luigi Pomante', 'name': None, 'surname': 'Luigi Pomante', 'rank': 5, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0002-4137-3634'}, 'provenance': None}}]"
,,,
replication data for: chapter 4,Replication Data for: Chapter 4,doi_dedup___::4251e5042019f2c5d7a50aa751613437 | DataverseNL | 2024-01-01,"[{'fullName': 'Nii-Aponsah, Hubert', 'name': 'Hubert', 'surname': 'Nii-Aponsah', 'rank': 1, 'pid': None}]"
replication data for: chapter 4,Replication Data for: Chapter 4,doi_dedup___::ae45497ac46f7e05df192cf58bf2ac55 | DataverseNL | 2022-01-01,"[{'fullName': 'Rubiconto, Francesca', 'name': 'Francesca', 'surname': 'Rubiconto', 'rank': 1, 'pid': {'id': {'scheme': 'orcid_pending', 'value': '0000-0001-7684-5040'}, 'provenance': None}}]"
,,,
research notitie,Research notitie,r3730f562f9e::7cef87c1da5052286576d679289fc637 | DataverseNL | 2024-01-01,"[{'fullName': 'Schalk, R.', 'name': 'R.', 'surname': 'Schalk', 'rank': 1, 'pid': None}, {'fullName': 'Keunen, A.', 'name': 'A.', 'surname': 'Keunen', 'rank': 2, 'pid': None}, {'fullName': 'Meijer, T.', 'name': 'T.', 'surname': 'Meijer', 'rank': 3, 'pid': None}]"
research notitie,Research notitie,r3730f562f9e::78b2117bb6b72cbf8642d2e0da57ac90 | DataverseNL | 2024-01-01,"[{'fullName': 'Stoker, J.I.', 'name': 'J. I.', 'surname': 'Stoker', 'rank': 1, 'pid': None}, {'fullName': 'Haan, N. de', 'name': 'N.', 'surname': 'Haan', 'rank': 2, 'pid': None}]"
,,,
